"Страна";"Город";"Дата";"Индекс"
Россия;Коломна;16.05.2020;2.7
Россия;Арсеньев;07.09.2020;1.6
Россия;Томск;05.09.2020;2.2
Россия;Краснокаменск;04.09.2020;2.4
Россия;Наро-Фоминск;31.03.2020;3.2
Россия;Красноярск;21.07.2020;1
Россия;Снежинск;15.04.2020;3.2
Россия;Нижневартовск;03.09.2020;1.2
Россия;Краснотурьинск;12.05.2020;2.1
Россия;Ульяновск;07.06.2020;2.6
Россия;Каменск-Шахтинский;18.07.2020;2.3
Россия;Биробиджан;08.09.2020;1.4
Россия;Набережные Челны;03.08.2020;1
Россия;Геленджик;25.06.2020;1
Россия;Сальск;18.09.2020;1.2
Россия;Тихорецк;14.08.2020;1.3
Россия;Кострома;31.07.2020;1.1
Россия;Мелеуз;01.09.2020;1.7
Россия;Ростов-на-Дону;25.05.2020;1.8
Россия;Екатеринбург;19.04.2020;3.4
Россия;Стерлитамак;14.08.2020;1.8
Россия;Клинцы;26.03.2020;1.6
Россия;Сибай;24.08.2020;1.9
Россия;Дмитров;21.04.2020;2.8
Россия;Бугульма;03.05.2020;3
Россия;Южно-Сахалинск;19.08.2020;0.7
Россия;Комсомольск-на-Амуре;08.04.2020;2.8
Россия;Ставрополь;08.05.2020;2.2
Россия;Волжск;26.07.2020;2.4
Россия;Ухта;01.06.2020;1.7
Россия;Новоуральск;24.04.2020;2.9
Россия;Канск;21.08.2020;1.2
Россия;Мытищи;23.05.2020;2.9
Россия;Клин;01.07.2020;1.6
Россия;Керчь;12.03.2020;1.8
Россия;Кропоткин;13.04.2020;2.5
Россия;Лобня;24.09.2020;1.7
Россия;Жигулёвск;12.05.2020;1.9
Россия;Дзержинск;26.06.2020;1.1
Россия;Рубцовск;16.04.2020;2.6
Россия;Ачинск;14.09.2020;1.3
Россия;Люберцы;31.08.2020;1.3
Россия;Бузулук;30.03.2020;3.1
Россия;Невинномысск;27.03.2020;1.6
Россия;Электросталь;26.02.2020;1.3
Россия;Чита;23.05.2020;2.2
Россия;Йошкар-Ола;19.07.2020;2.3
Россия;Воркута;09.03.2020;3.6
Россия;Борисоглебск;18.05.2020;2
Россия;Саров;05.07.2020;3.1
Россия;Ярославль;17.07.2020;1
Россия;Новоалтайск;13.05.2020;1.7
Россия;Междуреченск;19.05.2020;1.8
Россия;Хабаровск;23.05.2020;2
Россия;Димитровград;18.03.2020;1.5
Россия;Вологда;18.07.2020;2
Россия;Новокузнецк;13.09.2020;2.5
Россия;Казань;16.03.2020;0.5
Россия;Октябрьский;21.07.2020;1.6
Россия;Пушкино;24.02.2020;2.3
Россия;Нижний Тагил;16.04.2020;2.7
Россия;Омск;31.03.2020;3
Россия;Ленинск-Кузнецкий;31.07.2020;1.4
Россия;Александров;26.07.2020;2
Россия;Новороссийск;19.08.2020;1.1
Россия;Шали;03.08.2020;1.7
Россия;Черногорск;26.08.2020;2.1
Россия;Сыктывкар;17.08.2020;1.3
Россия;Кемерово;16.09.2020;0.6
Россия;Москва;07.09.2020;0.4
Россия;Московский;10.06.2020;2.2
Россия;Краснодар;05.04.2020;4.2
Россия;Старый Оскол;23.05.2020;2.5
Россия;Батайск;25.05.2020;2.2
Россия;Ивантеевка;16.08.2020;2.6
Россия;Туймазы;14.05.2020;2.1
Россия;Троицк;01.06.2020;1.8
Россия;Благовещенск;04.07.2020;1.6
Россия;Березники;26.02.2020;1.6
Россия;Чебоксары;13.03.2020;0.6
Россия;Майкоп;12.08.2020;1.2
Россия;Тобольск;14.08.2020;1.5
Россия;Ангарск;11.06.2020;1.5
Россия;Самара;22.03.2020;3.1
Россия;Обнинск;26.03.2020;1
Россия;Домодедово;02.08.2020;2.2
Россия;Азов;17.06.2020;1.3
Россия;Лабинск;08.08.2020;2.3
Россия;Артём;21.05.2020;1.3
Россия;Саранск;08.07.2020;1.1
Россия;Североморск;18.09.2020;2.3
Россия;Пенза;18.03.2020;0.9
Россия;Россошь;11.04.2020;3.2
Россия;Сочи;15.04.2020;2.8
Россия;Ногинск;11.09.2020;0.8
Россия;Новошахтинск;21.07.2020;1.7
Россия;Ессентуки;31.07.2020;1.3
Россия;Абакан;16.06.2020;0.6
Россия;Анапа;16.09.2020;0.9
Россия;Пермь;15.05.2020;1.6
Россия;Губкин;14.03.2020;2.7
Россия;Новокуйбышевск;20.04.2020;2.4
Россия;Дубна;07.03.2020;2.3
Россия;Выкса;17.06.2020;1.2
Россия;Михайловка;28.04.2020;2.2
Россия;Кинешма;24.07.2020;1.5
Россия;Магадан;12.08.2020;1.2
Россия;Самара;11.08.2020;0.9
Россия;Батайск;29.08.2020;2.2
Россия;Нягань;21.05.2020;1.8
Россия;Домодедово;14.04.2020;2.9
Россия;Тобольск;25.03.2020;1.6
Россия;Благовещенск;12.03.2020;0.6
Россия;Чебоксары;01.07.2020;1.7
Россия;Ангарск;15.09.2020;1.6
Россия;Березники;17.07.2020;1.5
Россия;Майкоп;19.03.2020;1
Россия;Обнинск;30.06.2020;0.7
Россия;Чапаевск;21.05.2020;2.1
Россия;Ивантеевка;23.03.2020;2.2
Россия;Михайловка;21.09.2020;1.2
Россия;Дубна;29.06.2020;1
Россия;Лабинск;01.03.2020;2.6
Россия;Ржев;29.05.2020;1.9
Россия;Новошахтинск;02.04.2020;3.3
Россия;Североморск;14.06.2020;3.3
Россия;Россошь;16.07.2020;1.7
Россия;Анапа;27.04.2020;2.4
Россия;Ногинск;07.06.2020;2
Россия;Пермь;06.09.2020;2.4
Россия;Губкин;02.07.2020;1.7
Россия;Саранск;03.04.2020;3.1
Россия;Новокуйбышевск;13.09.2020;2.8
Россия;Тюмень;01.06.2020;1.5
Россия;Пенза;07.08.2020;0.8
Россия;Ессентуки;08.04.2020;2.8
Россия;Сочи;03.08.2020;1.2
Россия;Магадан;05.03.2020;0.4
Россия;Узловая;27.07.2020;1.8
Россия;Орск;30.05.2020;2.5
Россия;Казань;09.08.2020;1.9
Россия;Череповец;27.05.2020;1.5
Россия;Курган;05.07.2020;2.3
Россия;Димитровград;07.08.2020;1.4
Россия;Ярославль;26.02.2020;0.7
Россия;Новокузнецк;09.06.2020;1.2
Россия;Вологда;13.04.2020;2.7
Россия;Пушкино;02.08.2020;1.9
Россия;Петрозаводск;22.05.2020;1.9
Россия;Краснодар;28.07.2020;0.9
Россия;Московский;28.09.2020;1.8
Россия;Сыктывкар;24.03.2020;1.4
Россия;Кемерово;27.04.2020;1.5
Россия;Рыбинск;02.05.2020;2.9
Россия;Москва;18.04.2020;3.9
Россия;Верхняя Пышма;25.05.2020;1.7
Россия;Омск;23.07.2020;1.3
Россия;Ленинск-Кузнецкий;08.04.2020;2.5
Россия;Павлово;30.04.2020;2.3
Россия;Черногорск;08.05.2020;2.4
Россия;Новороссийск;30.03.2020;2.8
Россия;Новочеркасск;01.06.2020;1.8
Россия;Шали;15.04.2020;3.4
Россия;Нижний Тагил;09.09.2020;1.3
Россия;Стерлитамак;07.03.2020;2.4
Россия;Подольск;18.06.2020;1.5
Россия;Дмитров;28.09.2020;0.8
Россия;Ставрополь;26.08.2020;1
Россия;Волжск;07.04.2020;3
Россия;Сибай;02.05.2020;3
Россия;Бугульма;25.08.2020;1.6
Россия;Комсомольск-на-Амуре;13.07.2020;1.5
Россия;Южно-Сахалинск;30.03.2020;2.3
Россия;Сальск;25.04.2020;3
Россия;Кострома;08.04.2020;2.9
Россия;Тихорецк;25.03.2020;1.2
Россия;Екатеринбург;08.09.2020;0.5
Россия;Мелеуз;10.05.2020;3
Россия;Клинцы;15.08.2020;2.3
Россия;Невинномысск;20.08.2020;1.6
Россия;Электросталь;17.07.2020;1.4
Россия;Йошкар-Ола;24.02.2020;2.7
Россия;Ачинск;21.04.2020;2.3
Россия;Рубцовск;09.09.2020;1.5
Россия;Железногорск;27.05.2020;1.9
Россия;Гуково;05.07.2020;3
Россия;Кропоткин;05.08.2020;1.4
Россия;Бузулук;04.07.2020;2.1
Россия;Люберцы;27.05.2020;2.2
Россия;Жигулёвск;30.08.2020;2.3
Россия;Лобня;06.06.2020;2.5
Россия;Дзержинск;04.03.2020;0.9
Россия;Воркута;16.08.2020;3.1
Россия;Канск;28.03.2020;2.8
Россия;Клин;13.03.2020;0.9
Россия;Керчь;04.07.2020;2.7
Россия;Воронеж;10.09.2020;0.9
Россия;Черкесск;15.03.2020;2.5
Россия;Будённовск;01.07.2020;2.1
Россия;Гатчина;24.02.2020;2.6
Россия;Ейск;08.06.2020;1.8
Россия;Северск;05.06.2020;1.9
Россия;Хасавюрт;07.04.2020;2.8
Россия;Кировск;20.07.2020;2.3
Россия;Назрань;22.04.2020;2.7
Россия;Нефтеюганск;21.03.2020;2.7
Россия;Апатиты;12.07.2020;3.1
Россия;Вязьма;06.06.2020;2.2
Россия;Белореченск;16.08.2020;2.2
Россия;Донской;08.09.2020;1.9
Россия;Кстово;06.03.2020;0.7
Россия;Берёзовский;23.04.2020;1.9
Россия;Балашиха;08.04.2020;3.4
Россия;Курск;25.09.2020;0.8
Россия;Челябинск;01.06.2020;1
Россия;Избербаш;07.04.2020;3.2
Россия;Пушкин;11.08.2020;1.1
Россия;Крымск;18.04.2020;3.1
Россия;Михайловск;28.07.2020;2.1
Россия;Биробиджан;19.04.2020;3.4
Россия;Павловский Посад;11.06.2020;1.7
Россия;Геленджик;03.03.2020;1
Россия;Набережные Челны;15.04.2020;2.3
Россия;Нижневартовск;16.05.2020;2.5
Россия;Краснотурьинск;30.08.2020;2.8
Россия;Мичуринск;07.07.2020;1.4
Россия;Снежинск;03.08.2020;2.2
Россия;Каменск-Шахтинский;27.02.2020;1.2
Россия;Ульяновск;29.09.2020;0.9
Россия;Арсеньев;18.04.2020;2.7
Россия;Краснокаменск;17.05.2020;3.5
Россия;Томск;14.05.2020;1.3
Россия;Наро-Фоминск;23.07.2020;1
Россия;Красноярск;02.04.2020;3.2
Россия;Усть-Илимск;26.09.2020;2.6
Россия;Орехово-Зуево;31.03.2020;3.5
Россия;Альметьевск;12.06.2020;2
Россия;Кемерово;03.05.2020;2.6
Россия;Сыктывкар;03.04.2020;3.7
Россия;Москва;10.05.2020;3.6
Россия;Верхняя Пышма;16.06.2020;1.2
Россия;Новосибирск;21.05.2020;1.5
Россия;Краснодар;19.08.2020;0.9
Россия;Петрозаводск;17.06.2020;1.1
Россия;Нижний Тагил;30.08.2020;2.5
Россия;Ленинск-Кузнецкий;17.03.2020;1.6
Россия;Омск;14.08.2020;1.3
Россия;Новочеркасск;07.06.2020;2.9
Россия;Архангельск;11.04.2020;3.5
Россия;Новороссийск;05.04.2020;4.1
Россия;Находка;27.09.2020;2.5
Россия;Ступино;04.05.2020;2.7
Россия;Армавир;05.03.2020;0.5
Россия;Черногорск;28.04.2020;2.5
Россия;Шали;20.03.2020;1.9
Россия;Димитровград;01.08.2020;2.5
Россия;Казань;30.07.2020;0.6
Россия;Курган;29.06.2020;1.1
Россия;Череповец;06.06.2020;2.1
Россия;Саров;07.03.2020;3
Россия;Ярославль;03.03.2020;0.7
Россия;Анапа;03.05.2020;3.2
Россия;Новошахтинск;23.03.2020;1.8
Россия;Арзамас;13.09.2020;2.3
Россия;Губкин;12.07.2020;2.7
Россия;Пермь;12.09.2020;2.2
Россия;Новокуйбышевск;03.09.2020;1.3
Россия;Салават;08.05.2020;2.2
Россия;Королёв;30.07.2020;1.5
Россия;Энгельс;29.09.2020;1.2
Россия;Дубна;05.07.2020;2.1
Россия;Михайловка;26.08.2020;1.2
Россия;Ржев;04.06.2020;1.9
Россия;Ишимбай;26.08.2020;1.8
Россия;Орск;09.06.2020;1.7
Россия;Колпино;26.05.2020;1.8
Россия;Тюмень;07.06.2020;2.4
Россия;Щелково;10.03.2020;1.1
Россия;Сочи;13.08.2020;1.2
Россия;Ессентуки;17.03.2020;1.1
Россия;Пенза;01.08.2020;2.1
Россия;Грозный;01.04.2020;3.4
Россия;Искитим;26.04.2020;2.6
Россия;Калининград;22.06.2020;1.1
Россия;Владикавказ;29.07.2020;1.3
Россия;Тобольск;31.03.2020;3.1
Россия;Саратов;16.08.2020;2.6
Россия;Самара;05.08.2020;0.9
Россия;Домодедово;19.03.2020;1.4
Россия;Нягань;12.06.2020;2.8
Россия;Уфа;05.04.2020;4.1
Россия;Когалым;24.06.2020;2.8
Россия;Чапаевск;12.06.2020;2.4
Россия;Ивантеевка;02.04.2020;3.7
Россия;Троицк;29.09.2020;1.05
Россия;Майкоп;14.04.2020;2.8
Россия;Березники;25.06.2020;1.7
Россия;Чебоксары;11.07.2020;1.6
Россия;Каменск-Шахтинский;04.03.2020;1.1
Россия;Снежинск;13.08.2020;2.2
Россия;Мичуринск;27.06.2020;2.1
Россия;Краснотурьинск;09.09.2020;1.4
Россия;Нижневартовск;20.04.2020;2.4
Россия;Павловский Посад;20.05.2020;2.5
Россия;Прокопьевск;25.09.2020;1.4
Россия;Биробиджан;11.05.2020;2.6
Россия;Набережные Челны;20.03.2020;1.1
Россия;Геленджик;26.02.2020;1.2
Россия;Орехово-Зуево;25.03.2020;1.7
Россия;Барнаул;12.07.2020;2.4
Россия;Томск;22.04.2020;1.9
Россия;Красногорск;02.04.2020;3.6
Россия;Краснокаменск;21.04.2020;3.3
Россия;Арсеньев;10.05.2020;3.4
Россия;Краснокамск;05.04.2020;4.3
Россия;Красноярск;23.03.2020;1.3
Россия;Елабуга;01.03.2020;2.9
Россия;Наро-Фоминск;14.08.2020;0.9
Россия;Орёл;29.09.2020;0.9
Россия;Бор;06.09.2020;2.1
Россия;Белебей;30.04.2020;2.8
Россия;Вязьма;27.05.2020;1.7
Россия;Волгодонск;01.03.2020;2.7
Россия;Ейск;02.06.2020;1.9
Россия;Будённовск;11.07.2020;2.1
Россия;Черкесск;10.04.2020;2.4
Россия;Хасавюрт;28.03.2020;1.3
Россия;Симферополь;15.07.2020;0.9
Россия;Балашиха;17.03.2020;1.6
Россия;Кстово;25.02.2020;0.9
Россия;Михайловск;19.08.2020;2.1
Россия;Крымск;10.05.2020;3.4
Россия;Фрязино;16.03.2020;1.1
Россия;Пушкин;05.08.2020;1
Россия;Избербаш;28.03.2020;2.4
Россия;Челябинск;07.06.2020;2.3
Россия;Рубцовск;30.08.2020;2.8
Россия;Зеленогорск;29.03.2020;3.9
Россия;Ачинск;17.05.2020;2.5
Россия;Иркутск;21.06.2020;2.1
Россия;Гуково;29.06.2020;2.1
Россия;Железногорск;06.06.2020;2.7
Россия;Невинномысск;25.07.2020;2.2
Россия;Электросталь;25.06.2020;1.4
Россия;Йошкар-Ола;05.03.2020;0.5
Россия;Севастополь;26.07.2020;2.5
Россия;Канск;07.04.2020;2.5
Россия;Камышин;31.05.2020;2.9
Россия;Сарапул;26.04.2020;3.3
Россия;Керчь;10.07.2020;2.1
Россия;Воскресенск;31.08.2020;1.3
Россия;Кропоткин;11.08.2020;1.3
Россия;Дзержинск;27.02.2020;1
Россия;Копейск;20.06.2020;2.1
Россия;Лобня;27.05.2020;2.7
Россия;Жигулёвск;09.09.2020;1.8
Россия;Ставрополь;21.09.2020;0.8
Россия;Подольск;23.05.2020;3.1
Россия;Шуя;30.07.2020;1.4
Россия;Волжск;28.03.2020;2.5
Россия;Балашов;13.05.2020;2.5
Россия;Ухта;29.09.2020;1.4
Россия;Дзержинский;31.03.2020;3.3
Россия;Тихорецк;31.03.2020;2.7
Россия;Кострома;17.03.2020;0.8
Россия;Сальск;05.05.2020;2.9
Россия;Клинцы;24.07.2020;1.6
Россия;Мелеуз;18.04.2020;3.3
Россия;Екатеринбург;02.09.2020;0.6
Россия;Сибай;26.04.2020;3.5
Россия;Южно-Сахалинск;05.04.2020;4
Россия;Бугульма;16.09.2020;1.5
Россия;Новотроицк;20.09.2020;3.5
Россия;Нерюнгри;17.04.2020;3.1
Россия;Нижнекамск;18.09.2020;1.2
Россия;Балашов;21.07.2020;1.6
Россия;Улан-Удэ;19.04.2020;3.8
Россия;Шуя;04.05.2020;2.6
Россия;Бердск;27.07.2020;1.5
Россия;Новочебоксарск;04.06.2020;2.1
Россия;Тольятти;28.02.2020;0.9
Россия;Сызрань;26.02.2020;1.1
Россия;Тамбов;09.07.2020;1
Россия;Дзержинский;02.09.2020;0.6
Россия;Брянск;08.07.2020;1.3
Россия;Серпухов;07.06.2020;2.4
Россия;Каменск-Уральский;05.09.2020;2.5
Россия;Туапсе;09.07.2020;1.2
Россия;Шахты;10.07.2020;1.5
Россия;Зеленогорск;12.09.2020;3
Россия;Иркутск;12.06.2020;1.9
Россия;Калуга;28.06.2020;2.5
Россия;Соликамск;01.04.2020;3.2
Россия;Тимашевск;25.05.2020;1.6
Россия;Горно-Алтайск;09.06.2020;1
Россия;Миасс;25.09.2020;1
Россия;Махачкала;21.06.2020;2.3
Россия;Буйнакск;13.05.2020;3.1
Россия;Севастополь;16.05.2020;2.8
Россия;Камышин;11.07.2020;2.4
Россия;Сарапул;07.08.2020;1.2
Россия;Белово;02.07.2020;0.9
Россия;Воскресенск;02.04.2020;3.3
Россия;Тула;17.08.2020;0.8
Россия;Владимир;07.08.2020;0.6
Россия;Усолье-Сибирское;21.07.2020;1.5
Россия;Чехов;26.06.2020;1.1
Россия;Рославль;11.09.2020;1.3
Россия;Копейск;13.06.2020;2.4
Россия;Златоуст;04.06.2020;1.4
Россия;Озёрск;17.08.2020;2
Россия;Белебей;11.08.2020;1.8
Россия;Бор;04.04.2020;3.4
Россия;Смоленск;03.04.2020;3.1
Россия;Кызыл;22.05.2020;1.5
Россия;Выборг;01.04.2020;3.4
Россия;Полевской;03.07.2020;1.6
Россия;Санкт-Петербург;18.08.2020;0.6
Россия;Кумертау;05.06.2020;1.8
Россия;Тверь;05.03.2020;0.6
Россия;Всеволожск;22.04.2020;2.7
Россия;Симферополь;19.05.2020;1.5
Россия;Псков;16.08.2020;2.4
Россия;Петергоф;09.07.2020;1.5
Россия;Муром;25.08.2020;1.3
Россия;Химки;01.07.2020;1.6
Россия;Фрязино;17.09.2020;1.1
Россия;Минеральные Воды;27.04.2020;2.3
Россия;Белогорск;14.07.2020;1.5
Россия;Кириши;10.03.2020;1.3
Россия;Волжский;07.07.2020;1.3
Россия;Глазов;30.03.2020;3
Россия;Юрга;30.03.2020;2.6
Россия;Солнечногорск;29.03.2020;2.9
Россия;Прокопьевск;08.03.2020;2.8
Россия;Котлас;07.06.2020;2.2
Россия;Уссурийск;22.05.2020;1.2
Россия;Петропавловск-Камчатский;03.03.2020;0.6
Россия;Таганрог;06.08.2020;1.6
Россия;Свободный;09.09.2020;1.1
Россия;Первоуральск;22.09.2020;1.4
Россия;Котельники;29.04.2020;2.5
Россия;Барнаул;30.05.2020;2.3
Россия;Урус-Мартан;01.08.2020;2.7
Россия;Нижний Новгород;15.06.2020;1
Россия;Красногорск;31.08.2020;1.2
Россия;Сургут;25.03.2020;1.5
Россия;Краснокамск;05.09.2020;2.3
Россия;Великий Новгород;22.06.2020;1
Россия;Волгоград;11.09.2020;1.1
Россия;Мурманск;30.07.2020;1.5
Россия;Грозный;01.09.2020;0.7
Россия;Новый Уренгой;13.03.2020;0.7
Россия;Пятигорск;19.07.2020;1.9
Россия;Искитим;07.08.2020;1.4
Россия;Владикавказ;05.05.2020;2.6
Россия;Калининград;11.06.2020;1.1
Россия;Одинцово;20.04.2020;3.4
Россия;Ялта;07.07.2020;1.5
Россия;Саратов;17.04.2020;2.7
Россия;Щербинка;14.04.2020;3.3
Россия;Великие Луки;23.07.2020;1.3
Россия;Уфа;05.09.2020;1.9
Россия;Егорьевск;10.05.2020;3.1
Россия;Чайковский;14.03.2020;2.4
Россия;Когалым;17.06.2020;2.2
Россия;Сосновый Бор;06.06.2020;2.4
Россия;Иваново;28.02.2020;0.4
Россия;Феодосия;02.05.2020;3.5
Россия;Сертолово;14.05.2020;2.7
Россия;Ревда;06.07.2020;1.5
Россия;Гусь-Хрустальный;29.02.2020;2.2
Россия;Бийск;21.05.2020;1.7
Россия;Лиски;28.02.2020;1.6
Россия;Ханты-Мансийск;25.06.2020;1.4
Россия;Лыткарино;21.03.2020;3
Россия;Арзамас;28.03.2020;2.8
Россия;Анжеро-Судженск;29.02.2020;2.3
Россия;Оренбург;28.02.2020;0.6
Россия;Северодвинск;09.06.2020;2.5
Россия;Королёв;04.05.2020;3.6
Россия;Салават;03.08.2020;1.9
Россия;Энгельс;12.03.2020;1.3
Россия;Ишимбай;15.04.2020;3
Россия;Асбест;26.05.2020;1.8
Россия;Мурино;01.08.2020;2.1
Россия;Шадринск;27.07.2020;1.5
Россия;Колпино;08.07.2020;1.5
Россия;Тихвин;23.03.2020;1.4
Россия;Вольск;17.06.2020;1.7
Россия;Щелково;23.09.2020;0.9
Россия;Елец;18.05.2020;2
Россия;Липецк;08.05.2020;2.2
Россия;Заречный;13.03.2020;1.2
Россия;Якутск;27.02.2020;0.5
Россия;Славянск-на-Кубани;03.07.2020;0.9
Россия;Ишим;03.08.2020;1.6
Россия;Щекино;16.04.2020;3.1
Россия;Элиста;05.09.2020;2.4
Россия;Минусинск;27.05.2020;1.7
Россия;Кисловодск;14.08.2020;1.4
Россия;Евпатория;15.04.2020;3.6
Россия;Братск;08.03.2020;3.1
Россия;Кунгур;22.09.2020;1
Россия;Лысьва;24.03.2020;1.7
Россия;Нальчик;27.02.2020;0.6
Россия;Раменское;10.09.2020;1.2
Россия;Чистополь;15.04.2020;2.6
Россия;Прохладный;04.05.2020;3.1
Россия;Рязань;16.08.2020;2.3
Россия;Новомосковск;06.03.2020;1
Россия;Лениногорск;28.02.2020;1.5
Россия;Киров;07.08.2020;0.8
Россия;Серов;26.09.2020;2.3
Россия;Альметьевск;21.06.2020;2.5
Россия;Белгород;11.09.2020;0.5
Россия;Красное Село;01.04.2020;3.6
Россия;Гудермес;20.06.2020;2
Россия;Норильск;03.05.2020;3.6
Россия;Белорецк;26.09.2020;2.1
Россия;Новосибирск;13.07.2020;1
Россия;Черемхово;30.05.2020;2.2
Россия;Реутов;29.07.2020;0.6
Россия;Находка;14.03.2020;2.3
Россия;Архангельск;22.08.2020;2.1
Россия;Ступино;30.07.2020;1
Россия;Кирово-Чепецк;29.09.2020;1.4
Россия;Георгиевск;28.02.2020;0.8
Россия;Таганрог;31.07.2020;1.6
Россия;Петропавловск-Камчатский;26.02.2020;0.8
Россия;Уссурийск;17.06.2020;1.1
Россия;Железнодорожный;02.03.2020;1.6
Россия;Нефтекамск;25.09.2020;1
Россия;Котлас;01.06.2020;1.3
Россия;Солнечногорск;04.04.2020;3.2
Россия;Юрга;05.04.2020;3.6
Россия;Волжский;27.06.2020;1.9
Россия;Глазов;05.04.2020;4
Россия;Сургут;31.03.2020;2.8
Россия;Нижний Новгород;24.05.2020;3.4
Россия;Мурманск;09.08.2020;2.9
Россия;Волгоград;05.09.2020;2.1
Россия;Великий Новгород;14.07.2020;0.8
Россия;Первоуральск;27.08.2020;1.5
Россия;Свободный;30.08.2020;2.2
Россия;Урус-Мартан;07.08.2020;2.4
Россия;Котельники;09.05.2020;2.9
Россия;Санкт-Петербург;27.07.2020;0.6
Россия;Воронеж;23.03.2020;1.4
Россия;Полевской;09.07.2020;1.6
Россия;Выборг;26.03.2020;1.3
Россия;Северск;28.06.2020;3.2
Россия;Кызыл;17.06.2020;1.5
Россия;Тверь;24.02.2020;2.7
Россия;Кумертау;26.05.2020;2
Россия;Кировск;22.05.2020;2.9
Россия;Сергиев Посад;09.03.2020;2.3
Россия;Назрань;19.08.2020;0.8
Россия;Нефтеюганск;20.09.2020;2.7
Россия;Озёрск;22.07.2020;1.9
Россия;Апатиты;30.05.2020;3.2
Россия;Дербент;03.03.2020;1.2
Россия;Смоленск;24.03.2020;1.1
Россия;Белореченск;17.04.2020;2.4
Россия;Белогорск;22.06.2020;1.4
Россия;Донской;25.03.2020;2.1
Россия;Псков;21.07.2020;1
Россия;Берёзовский;18.08.2020;0.9
Россия;Петергоф;03.07.2020;1.3
Россия;Всеволожск;14.05.2020;2.2
Россия;Минеральные Воды;03.05.2020;2.8
Россия;Муром;16.09.2020;1.2
Россия;Химки;11.07.2020;1.5
Россия;Горно-Алтайск;30.05.2020;2
Россия;Тимашевск;16.06.2020;1.2
Россия;Буйнакск;17.04.2020;2.7
Россия;Жуковский;11.03.2020;0.7
Россия;Новоуральск;02.03.2020;1.6
Россия;Махачкала;13.07.2020;1.2
Россия;Калуга;08.07.2020;1
Россия;Шахты;04.07.2020;2.3
Россия;Туапсе;03.07.2020;1
Россия;Соликамск;26.03.2020;1.9
Россия;Рославль;05.09.2020;2.1
Россия;Чехов;18.07.2020;1.6
Россия;Усолье-Сибирское;16.08.2020;2.4
Россия;Люберцы;07.07.2020;1.1
Россия;Владимир;01.08.2020;1.8
Россия;Ковров;13.03.2020;1.1
Россия;Бузулук;07.06.2020;2.6
Россия;Златоуст;29.05.2020;1.3
Россия;Зеленоград;28.09.2020;1.1
Россия;Воркута;17.04.2020;3.1
Россия;Тула;22.07.2020;0.8
Россия;Белово;12.07.2020;2.2
Россия;Стерлитамак;26.09.2020;2.1
Россия;Новочебоксарск;29.05.2020;1.6
Россия;Бердск;18.08.2020;1.3
Россия;Тамбов;03.07.2020;0.8
Россия;Дмитров;13.03.2020;0.9
Россия;Нерюнгри;13.05.2020;2.7
Россия;Новотроицк;29.08.2020;2.8
Россия;Улан-Удэ;11.05.2020;2.9
Россия;Нижнекамск;23.08.2020;2.6
Россия;Серпухов;01.06.2020;2.1
Россия;Каменск-Уральский;11.09.2020;1.2
Россия;Комсомольск-на-Амуре;21.05.2020;1.6
Россия;Брянск;28.06.2020;2.5
Россия;Черемхово;09.06.2020;1.6
Россия;Норильск;27.04.2020;2.6
Россия;Пушкино;09.05.2020;3.1
Россия;Рыбинск;01.08.2020;2.1
Россия;Белгород;05.09.2020;1.7
Россия;Гудермес;16.07.2020;1.4
Россия;Красное Село;26.03.2020;1.8
Россия;Павлово;11.08.2020;1.3
Россия;Ноябрьск;02.03.2020;1.2
Россия;Реутов;08.08.2020;1.2
Россия;Кисловодск;23.07.2020;1.4
Россия;Минусинск;06.06.2020;2.8
Россия;Евпатория;20.03.2020;1.6
Россия;Элиста;11.09.2020;1.6
Россия;Щекино;12.05.2020;2.4
Россия;Лысьва;03.04.2020;3.9
Россия;Кунгур;27.08.2020;1.2
Россия;Липецк;28.04.2020;2.3
Россия;Ишим;13.08.2020;1.4
Россия;Якутск;04.03.2020;0.5
Россия;Славянск-на-Кубани;09.07.2020;1
Россия;Новомосковск;25.02.2020;1.1
Россия;Киров;01.08.2020;1.9
Россия;Чистополь;20.03.2020;1.4
Россия;Раменское;31.08.2020;1.1
Россия;Рязань;21.07.2020;0.9
Россия;Вологда;28.08.2020;1.1
Россия;Новокузнецк;02.07.2020;0.9
Россия;Прохладный;24.04.2020;2.7
Россия;Магнитогорск;27.09.2020;2.7
Россия;Североморск;19.06.2020;2.3
Россия;Лыткарино;12.04.2020;3.9
Россия;Ханты-Мансийск;17.07.2020;1.3
Россия;Россошь;18.05.2020;2.2
Россия;Ногинск;04.07.2020;1.4
Россия;Северодвинск;30.05.2020;3.2
Россия;Анжеро-Судженск;23.02.2020;2.8
Россия;Саранск;30.08.2020;2.3
Россия;Вольск;22.05.2020;2.1
Россия;Елец;13.06.2020;2.4
Россия;Боровичи;07.03.2020;2.6
Россия;Узловая;15.05.2020;2.1
Россия;Шадринск;18.08.2020;1.5
Россия;Мурино;07.08.2020;1.6
Россия;Асбест;05.06.2020;1.7
Россия;Тихвин;02.04.2020;3.6
Россия;Великие Луки;14.08.2020;1.2
Россия;Батайск;12.04.2020;3.7
Россия;Щербинка;19.03.2020;1.5
Россия;Пятигорск;23.06.2020;0.5
Россия;Ялта;27.06.2020;2
Россия;Одинцово;16.05.2020;3.1
Россия;Ревда;30.06.2020;1.5
